,Colouring,Director,Critic Review Count,Duration,Director Facebook Likes,Actor 3 Facebook Likes,Actor 2,Actor 1 Facebook Likes,Gross,Genres,Actor 1,Title,IMDb Votes,Cast Facebook Likes,Actor 3,Poster Facenumber,Plot Keywords,IMDb Link,User Review Count,Language,Country,Countent Rating,Budget,Actor 2 Facebook Likes,IMDb Score,Aspect Ratio,Facebook Likes,IMDb ID,id,Popularity,Revenue,Cast,Homepage,Tagline,Overview,Runtime,Production Companies,Release Date,Vote Count,Average Vote,Release Year,Adjusted Budget,Adjusted Revenue
845,Color,John Woo,72.0,108.0,610.0,461.0,Samantha Mathis,848.0,70450000.0,Action,Delroy Lindo,Broken Arrow,77390,2913,Bob Gunton,2.0,captain|desert|major|park ranger|utah,http://www.imdb.com/title/tt0115759/?ref_=fn_tt_tt_1,189.0,English,USA,R,50000000.0,517.0,6.0,2.35,0,tt011575,9208,0.902697,150270147,John Travolta|Christian Slater|Samantha Mathis|Delroy Lindo|Bob Gunton,,Prepare to Go Ballistic.,"When rogue stealth-fighter pilot Vic Deakins deliberately drops off the radar while on maneuvers, the Air Force ends up with two stolen nuclear warheads -- and Deakins's co-pilot, Riley Hale, is the military's only hope for getting them back. Traversing the deserted canyons of Utah, Hale teams with park ranger Terry Carmichael to put Deakins back in his box.",108,Twentieth Century Fox Film Corporation|WCG Entertainment Productions|Mark Gordon Productions,2/9/1996,244,5.5,1996,69510836.95,208908073.7
1704,Color,Allen Hughes,298.0,109.0,90.0,344.0,James Ransone,1000.0,19692608.0,Crime,Alona Tal,Broken City,63548,2073,Michael Beach,3.0,election|father son relationship|fellatio|gay slur|title spoken by character,http://www.imdb.com/title/tt1235522/?ref_=fn_tt_tt_1,134.0,English,USA,R,35000000.0,412.0,6.2,2.35,0,tt123552,98357,0.8444659999999999,19701164,Mark Wahlberg|Russell Crowe|Catherine Zeta-Jones|Jeffrey Wright|Barry Pepper,http://www.brokencitymovie.com/,Proof Can Be a Powerful Weapon.,"In a broken city rife with injustice, ex-cop Billy Taggart (Mark Wahlberg) seeks redemption and revenge after being double-crossed and then framed by its most powerful figure, the mayor (Russell Crowe). Billy's relentless pursuit of justice, matched only by his streetwise toughness, makes him an unstoppable force - and the mayor's worst nightmare.",109,Regency Enterprises|Inferno International|1984 Private Defense Contractors|Closest to the Hole Productions|New Regency Pictures,1/18/2013,438,5.7,2013,52417867.75,18440946.59
4253,Color,Nicolas Winding Refn,225.0,92.0,0.0,146.0,James Lance,27000.0,104792.0,Action,Tom Hardy,Bronson,84817,27507,Matt King,0.0,male full frontal nudity|prison|prisoner|solitary confinement|violence,http://www.imdb.com/title/tt1172570/?ref_=fn_tt_tt_1,145.0,English,UK,R,,161.0,7.1,1.85,22000,tt117257,18533,0.6323409999999999,0,Tom Hardy|Matt King|James Lance|Kelly Adams|Katy Barker,http://www.bronsonthemovie.com,The Man. The Myth. The Celebrity.,"A young man who was sentenced to 7 years in prison for robbing a post office ends up spending 30 years in solitary confinement. During this time, his own personality is supplanted by his alter ego, Charles Bronson.",92,EM Media|Aramid Entertainment Fund|Vertigo Films|Str8jacket Creations|4DH Films,10/9/2008,375,6.9,2008,0.0,0.0
3191,Color,John Crowley,351.0,111.0,34.0,54.0,Fiona Glascott,838.0,38317535.0,Drama,Julie Walters,Brooklyn,73249,995,Eva Birthistle,1.0,1950s|immigrant|irish|irish accent|torn between two worlds,http://www.imdb.com/title/tt2381111/?ref_=fn_tt_tt_1,212.0,English,UK,PG-13,11000000.0,55.0,7.5,1.85,36000,tt238111,167073,3.227329,62076141,Saoirse Ronan|Domhnall Gleeson|Emory Cohen|Emily Bett Rickards|Eileen O'Higgins,http://www.foxsearchlight.com/brooklyn/,"Two countries, two loves, one heart","In 1950s Ireland and New York, young Ellis Lacey has to choose between two men and two countries.",111,Wildgaze Films|Irish Film Board|Item 7|Parallel Film Productions,11/4/2015,754,7.3,2015,10119995.55,57110024.59
2735,Color,Antoine Fuqua,197.0,132.0,847.0,625.0,Lili Taylor,3000.0,27154426.0,Crime,Don Cheadle,Brooklyn's Finest,52852,6317,Armando Riesco,1.0,catholic|corrupt cop|new york city|police detective|police officer killed,http://www.imdb.com/title/tt1210042/?ref_=fn_tt_tt_1,138.0,English,USA,R,17000000.0,960.0,6.7,2.35,4000,tt121004,26390,0.905416,29536299,Richard Gere|Don Cheadle|Ethan Hawke|Wesley Snipes|Vincent D'Onofrio,,This is War. This is Brooklyn.,Brooklyn's Finest takes place within the notoriously rough Brownsville section of the city and especially within the Van Dyke housing projects in the NYPD's sixty-fifth precinct. Three policemen struggle with the sometimes fine line between right and wrong.,133,Nu Image Films|Langley Productions|Thunder Road Productions|Fuqua Films|Millennium Films,1/16/2009,161,6.1,2009,17278807.38,30020707.13
4060,Color,Jamal Hill,10.0,89.0,47.0,585.0,Adam Ratcliffe,628.0,444044.0,Drama,Logan Browning,Brotherly Love,744,4249,Faizon Love,6.0,basketball|burglary|police|robbery|teenage girl,http://www.imdb.com/title/tt3262990/?ref_=fn_tt_tt_1,19.0,English,USA,R,1900000.0,606.0,7.2,1.85,1000,tt326299,295886,0.083912,0,Keke Palmer|Cory Hardrict|Eric D. Hill Jr.|Quincy Brown,,,West Philadelphia basketball star Sergio Taylor deals with the pressures of fame while his brother and sister have their own issues with ambition.,89,,4/24/2015,11,7.4,2015,1747999.231,0.0
3445,Color,Rick Famuyiwa,37.0,109.0,44.0,458.0,Sanaa Lathan,1000.0,27362712.0,Comedy,Boris Kodjoe,Brown Sugar,5971,3199,Wendell Pierce,1.0,basketball|hip hop|rap music|record company|writer,http://www.imdb.com/title/tt0297037/?ref_=fn_tt_tt_1,60.0,English,USA,PG-13,8000000.0,886.0,6.5,1.85,0,tt029703,37964,0.373221,27362712,Sanaa Lathan|Taye Diggs|Mos Def|Queen Latifah|Nicole Ari Parker,,When did you first fall in love with hip-hop?,"Sidney is a writer who's just left her L.A. Times music review gig to edit New York hip-hop magazine XXL. Dre is an executive with a hip-hop record company based in New York. They've known each other since they met as children, when both discovered hip-hop for the first time. Now that they're back together, they should be perfect for each other, except that Dre's about to marry lawyer Reese and Sidney claims not to be interested in Dre romantically. Meanwhile, Dre is growing increasingly restless with his company's focus on profit over artistry, which leads to signing the gimmicky duo Ren and Ten while ignoring the talented Chris",109,,10/5/2002,23,7.2,2002,9698091.149,33170759.38
618,Color,Tom Shadyac,191.0,101.0,293.0,1000.0,Steve Carell,11000.0,242589580.0,Comedy,Morgan Freeman,Bruce Almighty,296904,21276,Lisa Ann Walter,1.0,answer to prayer|breast expansion|pleading with god|supernatural power|walking on water,http://www.imdb.com/title/tt0315327/?ref_=fn_tt_tt_1,604.0,English,USA,PG-13,81000000.0,7000.0,6.7,1.85,0,tt031532,310,2.8995330000000004,484572835,Jim Carrey|Jennifer Aniston|Philip Baker Hall|Catherine Bell|Lisa Ann Walter,http://www.brucealmighty.com/,In Bruce we trust,"Bruce Nolan toils as a ""human interest"" television reporter in Buffalo, N.Y. Despite his high ratings and the love of his beautiful girlfriend, Grace, Bruce remains unfulfilled. At the end of the worst day in his life, he angrily ridicules God -- and the Almighty responds, endowing Bruce with all of His divine powers.",101,Universal Pictures|Spyglass Entertainment|Shady Acres Entertainment|Pit Bull Productions,5/23/2003,1706,6.3,2003,94828211.58,574389691.6
3045,Color,Blair Hayes,47.0,84.0,2.0,690.0,Geoffrey Arend,15000.0,5002310.0,Adventure,Jake Gyllenhaal,Bubble Boy,25541,18864,Marley Shelton,0.0,cigarette smoking|hand on butt|niagara falls|plastic bubble|wedding,http://www.imdb.com/title/tt0258470/?ref_=fn_tt_tt_1,181.0,English,USA,PG-13,13000000.0,816.0,5.6,2.35,0,tt025847,9683,0.169845,0,Jake Gyllenhaal|Swoosie Kurtz|Marley Shelton|Danny Trejo|John Carroll Lynch,,Life is an adventure. Don't blow it.,"Jimmy is young man who was born without an immune system and has lived his life within a plastic bubble in his bedroom... who pines for the sweet caresses of girl-next-door Chloe. But when Chloe decides to marry her high school boyfriend, Jimmy -- bubble suit and all -- treks cross-country to stop her. Swoosie Kurtz, as Jimmy's overprotective mom, co-stars along with Fabio, who portrays the leader of a religious cult.",84,Touchstone Pictures,8/24/2001,73,4.6,2001,0.0,0.0
3331,Color,Tom Brady,49.0,97.0,105.0,269.0,Kevin Nealon,982.0,2331318.0,Comedy,Don Johnson,Bucky Larson: Born to Be a Star,9541,2603,Nicholas Turturro,1.0,diner|eating a banana|masturbation|porn star|shooting a pornographic movie,http://www.imdb.com/title/tt1411664/?ref_=fn_tt_tt_1,64.0,English,USA,R,10000000.0,503.0,3.3,1.85,0,tt141166,67911,0.247245,0,Nick Swardson|Christina Ricci|Stephen Dorff|Don Johnson|Ido Mosseri,http://www.buckylarson.com/,There Are No Small Actors. Just Small Parts.,A kid from the Midwest moves out to Hollywood in order to follow in his parents footsteps -- and become a porn star.,97,Columbia Pictures|Happy Madison Productions,9/9/2011,20,4.3,2011,9693980.426,0.0
4086,Color,Vincent Gallo,106.0,110.0,787.0,642.0,Vincent Gallo,1000.0,2365931.0,Comedy,Anjelica Huston,Buffalo '66,36657,4762,Jan-Michael Vincent,2.0,shower|stripper|tap dancing|underwear|undressing,http://www.imdb.com/title/tt0118789/?ref_=fn_tt_tt_1,318.0,English,USA,R,1500000.0,787.0,7.5,1.85,0,tt011878,9464,0.263935,2375097,Vincent Gallo|Christina Ricci|Ben Gazzara|Mickey Rourke|Rosanna Arquette,,Billy Brown just got out of jail. Now he's going to serve some real time. He's going home.,"Billy is released after five years in prison. In the next moment, he kidnaps teenage student Layla and visits his parents with her, pretending she is his girlfriend and they will soon marry.",110,,1/20/1998,84,6.9,1998,2006543.204,3177156.4960000007
2948,Color,Gregor Jordan,109.0,98.0,34.0,730.0,Scott Glenn,936.0,353743.0,Comedy,Dean Stockwell,Buffalo Soldiers,20730,3578,Leon,1.0,berlin wall|germany|murder|soldier|specialist,http://www.imdb.com/title/tt0252299/?ref_=fn_tt_tt_1,111.0,English,UK,R,15000000.0,826.0,6.9,2.35,664,tt025229,9104,0.427146,0,Joaquin Phoenix|Ed Harris|Scott Glenn|Anna Paquin|Elizabeth McGovern,,War is hell... but peace is f*#!%!! boring.,"Set just before the fall of the Berlin Wall in 1989, Sgt. Ray Elwood is an American soldier stationed at a German army camp. A soldier because a judge gave him a choice between the army and jail, Ray spends much of his free time cooking cocaine for the MPs. When a soldier dies and a toxicology screen shows an alarming level of illegal narcotics, someone is sent in to investigate.",98,Grosvenor Park Films LLP|Film4|Good Machine,9/8/2001,45,6.6,2001,18472321.75,0.0
1082,Color,Walter Hill,279.0,92.0,394.0,565.0,Jason Momoa,13000.0,9483821.0,Action,Sylvester Stallone,Bullet to the Head,39247,25418,Jon Seda,3.0,bar|bullet|corruption|detective|lawyer,http://www.imdb.com/title/tt1308729/?ref_=fn_tt_tt_1,131.0,English,USA,R,55000000.0,11000.0,5.7,1.85,10000,tt130872,70074,1.319947,9489829,Sylvester Stallone|Sung Kang|Sarah Shahi|Adewale Akinnuoye-Agbaje|Jason Momoa,,Revenge Never Gets Old.,"After watching their respective partners die, a cop and a hitman form an alliance in order to bring down their common enemy.",92,Dark Castle Entertainment|After Dark Films|IM Global|Automatik Entertainment|Silver Reel,1/31/2013,347,5.2,2013,51481834.4,8882796.456
1110,Color,Paul Hunter,127.0,104.0,13.0,343.0,Mako,961.0,23020488.0,Action,Jaime King,Bulletproof Monk,42324,2422,Victoria Smurfit,3.0,monastery|monk|scroll|tibetan|tibetan monk,http://www.imdb.com/title/tt0245803/?ref_=fn_tt_tt_1,180.0,English,USA,PG-13,52000000.0,691.0,5.5,2.35,846,tt024580,11817,0.576335,0,Seann William Scott|Jaime King|Karel Roden|Chow Yun-fat|K. C. Collins,,A power beyond measure requires a protector without equal.,"A mysterious and immortal Tibetan kung fu master, who has spent the last 60 years traveling around the world protecting the ancient Scroll of the Ultimate, mentors a selfish street kid in the ancient intricacies of kung fu.",104,Metro-Goldwyn-Mayer (MGM),3/28/2003,156,5.0,2003,61638337.53,0.0
2498,Color,Woody Allen,67.0,98.0,11000.0,967.0,Chazz Palminteri,1000.0,13383737.0,Comedy,Jim Broadbent,Bullets Over Broadway,29385,4302,Dianne Wiest,4.0,actress|bodyguard|new york city|play|playwright,http://www.imdb.com/title/tt0109348/?ref_=fn_tt_tt_1,86.0,English,USA,R,20000000.0,979.0,7.5,1.85,979,tt010934,11382,0.493082,0,John Cusack|Dianne Wiest|Jennifer Tilly|Chazz Palminteri|Mary-Louise Parker,,,"Set in 1920's New York City, this movie tells the story of idealistic young playwright David Shayne. Producer Julian Marx finally finds funding for the project from gangster Nick Valenti. The catch is that Nick's girl friend Olive Neal gets the part of a psychiatrist, and Olive is a bimbo who could never pass for a psychiatrist as well as being a dreadful actress. Agreeing to this first compromise is the first step to Broadway's complete seduction of David, who neglects longtime girl friend Ellen. Meanwhile David puts up with Warner Purcell, the leading man who is a compulsive eater, Helen Sinclair, the grand dame who wants her part jazzed up, and Cheech, Olive's interfering hitman / bodyguard. Eventually, the playwright must decide whether art or life is more important.",98,Miramax Films,10/14/1994,59,6.7,1994,0.0,0.0
4002,Color,Larry Clark,76.0,115.0,184.0,551.0,Nick Stahl,730.0,510092.0,Biography,Kelli Garner,Bully,29424,3293,Brad Renfro,0.0,cruelty|friend|male frontal nudity|male nudity|pubic hair,http://www.imdb.com/title/tt0242193/?ref_=fn_tt_tt_1,336.0,English,USA,R,,648.0,7.0,1.85,0,tt024219,84404,0.357401,0,David Long,http://www.thebullyproject.com/,It's time to take a stand.,"This year, over 5 million American kids will be bullied at school, online, on the bus, at home, through their cell phones and on the streets of their towns, making it the most common form of violence young people in this country experience. The Bully Project is the first feature documentary film to show how we've all been affected by bullying, whether we've been victims, perpetrators or stood silent witness. The world we inhabit as adults begins on the playground. The Bully Project opens on the first day of school. For the more than 5 million kids who'll be bullied this year in the United States, it's a day filled with more anxiety and foreboding than excitement. As the sun rises and school busses across the country overflow with backpacks, brass instruments and the rambunctious sounds of raging hormones, this is a ride into the unknown.",92,,4/23/2011,31,7.5,2011,1066337.847,0.0
4001,Color,Larry Clark,76.0,115.0,184.0,551.0,Nick Stahl,730.0,510092.0,Biography,Kelli Garner,Bully,29424,3293,Brad Renfro,0.0,cruelty|friend|male frontal nudity|male nudity|pubic hair,http://www.imdb.com/title/tt0242193/?ref_=fn_tt_tt_1,336.0,English,USA,R,,648.0,7.0,1.85,0,tt024219,9517,0.400459,480811,Brad Renfro|Bijou Phillips|Nick Stahl|Rachel Miner|Michael Pitt,,It's 4 a.m... do you know where your kids are?,"After finding himself at the constant abuse of his best friend Bobby, Marty has become fed up with his friend's twisted ways. His girlfriend, a victim of Bobby's often cruel ways, couldn't agree more and they strategize murdering Bobby.",113,StudioCanal,6/15/2001,52,6.3,2001,0.0,592113.0329
1906,Color,Warren Beatty,110.0,108.0,631.0,95.0,Kirk Baltz,631.0,26525834.0,Comedy,Warren Beatty,Bulworth,21998,1023,Graham Beckel,1.0,hip hop|liberal|politics|senator|truth,http://www.imdb.com/title/tt0118798/?ref_=fn_tt_tt_1,227.0,English,USA,R,30000000.0,199.0,6.8,1.85,0,tt011879,9452,0.305742,29202884,Warren Beatty|Halle Berry|Sean Astin|Christine Baranski|Adilah Barnes,,Brace yourself. This politician is about to tell the truth!,A suicidally disillusioned liberal politician puts a contract out on himself and takes the opportunity to be bluntly honest with his voters by affecting the rhythms and speech of hip-hop music and culture.,108,20th Century Fox,5/15/1998,27,6.2,1998,40130864.07,39064565.61
4056,Color,Rodrigo Cort??s,363.0,95.0,89.0,263.0,Samantha Mathis,16000.0,1028658.0,Drama,Ryan Reynolds,Buried,118684,17471,Erik Palladino,0.0,buried alive|coffin|iraq|one person|single set production,http://www.imdb.com/title/tt1462758/?ref_=fn_tt_tt_1,447.0,English,Spain,R,3000000.0,517.0,7.0,2.35,24000,tt146275,26388,0.740867,19152480,Ryan Reynolds|JosÃ© Luis GarcÃ­a PÃ©rez|Robert Paterson|Stephen Tobolowsky|Samantha Mathis,http://www.experienceburied.com/index.html,"170,000 sq miles of desert. 90 minutes of oxygen. No way out.",Paul is a U.S. truck driver working in Iraq. After an attack by a group of Iraqis he wakes to find he is buried alive inside a coffin. With only a lighter and a cell phone it's a race against time to escape this claustrophobic death trap.,94,Studio 37|Versus Entertainment|The Safran Company|Dark Trick Films,9/24/2010,458,6.5,2010,1987650.0,19152480.0
1071,Color,Steve Antin,197.0,119.0,59.0,676.0,Peter Gallagher,2000.0,39440655.0,Drama,Eric Dane,Burlesque,61680,4315,David Walton,1.0,burlesque|dancer|iowa|small town girl|stage,http://www.imdb.com/title/tt1126591/?ref_=fn_tt_tt_1,222.0,English,USA,PG-13,55000000.0,828.0,6.4,2.35,19000,tt112659,42297,0.912122,89519773,Cher|Christina Aguilera|Eric Dane|Cam Gigandet|Julianne Hough,http://www.burlesquethemovie.com/,It takes a legend... to make a star,"The Burlesque Lounge has its best days behind it. Tess, a retired dancer and owner of the venue, struggles to keep the aging theater alive, facing all kinds of financial and artistic challenges. With the Lounge's troupe members becoming increasingly distracted by personal problems and a threat coming from a wealthy businessman's quest to buy the spot from Tess, the good fortune seems to have abandoned the club altogether. Meanwhile, the life of Ali, a small-town girl from Iowa, is about to change dramatically. Hired by Tess as a waitress at the Lounge, Ali escapes a hollow past and quickly falls in love with the art of burlesque. Backed by newfound friends amongst the theater's crew, she manages to fulfill her dreams of being on stage herself. Things take a dramatic turn though when Ali's big voice makes her become the main attraction of the revue",119,Bedford Falls Productions,11/23/2010,341,6.8,2010,55000000.0,89519773.0
